file,line,control_type,label,text,title,aria_label,role,aria_controls,aria_expanded,aria_haspopup,target,id,classes,context_signature,is_menu_item,is_dropdown_trigger,placement
docs/assets/index.html,46,a,Master Documents,Master Documents,,,,,,,/kybalion/docs/master-docs/,,menu-link admin-only is-hidden,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link admin-only is-hidden,yes,no,header_menu
docs/assets/index.html,58,button,Upload,Upload,,,,,,,headerUploadBtn,headerUploadBtn,button primary is-hidden,html body div page-wrap header page-header div header-content div header-actions button button primary is-hidden headeruploadbtn,no,no,header
docs/assets/index.html,59,button,+ New,+ New,,,,,,,headerNewFolderBtn,headerNewFolderBtn,button secondary is-hidden,html body div page-wrap header page-header div header-content div header-actions button button secondary is-hidden headernewfolderbtn,no,no,header
docs/assets/index.html,60,input,input:file,,,,,,,,uploadInput,uploadInput,file-input-hidden,html body div page-wrap header page-header div header-content div header-actions input file-input-hidden uploadinput,no,no,header
docs/general/index.html,12,button,Main Menu,Main Menu,,,,menuPanel,false,true,menuBtn,menuBtn,button secondary,html body div page-wrap header topbar div menu-wrapper button button secondary menubtn,yes,no,header_menu
docs/general/index.html,16,a,Home,Home,,,,,,,/,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link,yes,no,header_menu
docs/general/index.html,17,a,Kybalion Home,Kybalion Home,,,,,,,/kybalion/,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link,yes,no,header_menu
docs/general/index.html,18,a,Reader,Reader,,,,,,,/kybalion/reader.html,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link,yes,no,header_menu
docs/general/index.html,19,a,Document Library,Document Library,,,,,,,/kybalion/docs/,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link,yes,no,header_menu
docs/general/index.html,20,a,Sign In / Create Account,Sign In / Create Account,,,,,,,/auth/login?redirect=/kybalion/docs/general/,menuAuthLink,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link menuauthlink,yes,no,header_menu
docs/general/index.html,21,a,Change Password,Change Password,,,,,,,/app/user-settings,menuChangePasswordLink,menu-link is-hidden,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link is-hidden menuchangepasswordlink,yes,no,header_menu
docs/general/index.html,22,button,Log Out,Log Out,,,,,,,menuSignOutLink,menuSignOutLink,menu-link is-hidden,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section button menu-link is-hidden menusignoutlink,yes,no,header_menu
docs/general/index.html,26,a,General,General,,,,,,,/kybalion/docs/general/,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section a menu-link,yes,no,header_menu
docs/general/index.html,28,button,Sessions ▸,Sessions ▸,,,,,,,menuSessionsBtn,menuSessionsBtn,menu-link menu-sessions-trigger,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section div menu-sessions-wrapper button menu-link menu-sessions-trigger menusessionsbtn,yes,yes,header_menu
docs/general/index.html,30,a,Session 1,Session 1,,,,,,,/kybalion/docs/session-01/,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section div menu-sessions-wrapper div menu-sessions-flyout is-hidden menusessionsflyout a menu-link,yes,yes,header_menu
docs/general/index.html,31,a,Session 2,Session 2,,,,,,,/kybalion/docs/session-02/,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section div menu-sessions-wrapper div menu-sessions-flyout is-hidden menusessionsflyout a menu-link,yes,yes,header_menu
docs/general/index.html,32,a,Session 3,Session 3,,,,,,,/kybalion/docs/session-03/,,menu-link,html body div page-wrap header topbar div menu-wrapper div menu-panel is-hidden menupanel div menu-section div menu-sessions-wrapper div menu-sessions-flyout is-hidden menusessionsflyout a menu-link,yes,yes,header_menu
